TITLE = "Visualization of the solution"
VARIABLES = "x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
ZONE NODES= 14576, ELEMENTS= 14336, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
5.010000e+02	5.352203e-08	9.999999e-01	3.746829e-01	-1.964137e-03	2.570193e+00	8.884084e-08	9.999989e-01	9.999990e-01	3.166694e-01	-1.572049e-05	2.958038e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.251203e-09	
4.052710e+02	5.352203e-08	1.000000e+00	3.746877e-01	-1.960915e-03	2.570195e+00	8.887979e-08	9.999990e-01	9.999987e-01	3.166734e-01	-1.392262e-05	2.958037e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.261537e-09	
3.278693e+02	5.352203e-08	1.000001e+00	3.746925e-01	-1.958268e-03	2.570197e+00	8.892379e-08	9.999993e-01	9.999985e-01	3.166772e-01	-1.011926e-05	2.958036e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.273227e-09	
2.652863e+02	5.352203e-08	1.000001e+00	3.746956e-01	-1.957116e-03	2.570199e+00	8.899453e-08	9.999997e-01	9.999982e-01	3.166797e-01	-4.858203e-06	2.958036e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.292080e-09	
2.146849e+02	5.352203e-08	1.000002e+00	3.746984e-01	-1.956662e-03	2.570200e+00	8.912279e-08	9.999997e-01	9.999980e-01	3.166820e-01	-4.307638e-06	2.958035e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.326346e-09	
1.737712e+02	5.352203e-08	1.000002e+00	3.747032e-01	-1.955725e-03	2.570202e+00	8.936111e-08	9.999997e-01	9.999977e-01	3.166861e-01	-4.561688e-06	2.958035e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.390344e-09	
1.406904e+02	5.352203e-08	1.000002e+00	3.747112e-01	-1.954250e-03	2.570205e+00	8.981727e-08	9.999997e-01	9.999975e-01	3.166928e-01	-4.780487e-06	2.958034e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.514157e-09	
1.139430e+02	5.352203e-08	1.000002e+00	3.747227e-01	-1.952507e-03	2.570210e+00	9.069127e-08	9.999997e-01	9.999973e-01	3.167025e-01	-4.529494e-06	2.958034e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.756401e-09	
9.231638e+01	5.352203e-08	1.000003e+00	3.747374e-01	-1.950495e-03	2.570215e+00	9.245811e-08	9.999997e-01	9.999972e-01	3.167148e-01	-4.045278e-06	2.958033e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.265318e-09	
7.483022e+01	5.352203e-08	1.000003e+00	3.747534e-01	-1.948052e-03	2.570221e+00	9.686932e-08	9.999998e-01	9.999973e-01	3.167284e-01	-3.074451e-06	2.958034e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.648489e-09	
6.069179e+01	5.352203e-08	1.000002e+00	3.747669e-01	-1.945016e-03	2.570227e+00	1.115039e-07	9.999999e-01	9.999977e-01	3.167398e-01	-1.342145e-06	2.958035e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.447848e-08	
4.926019e+01	5.352203e-08	1.000001e+00	3.747725e-01	-1.941211e-03	2.570229e+00	1.657394e-07	1.000000e+00	9.999987e-01	3.167446e-01	1.653186e-06	2.958037e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.430573e-08	
4.001717e+01	5.352203e-08	1.000000e+00	3.747656e-01	-1.936406e-03	2.570228e+00	3.484923e-07	1.000000e+00	1.000000e+00	3.167389e-01	6.693944e-06	2.958041e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.844951e-07	
3.254374e+01	5.352203e-08	9.999975e-01	3.747377e-01	-1.930294e-03	2.570219e+00	8.376491e-07	1.000001e+00	1.000004e+00	3.167156e-01	1.517715e-05	2.958048e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.213251e-07	
2.650110e+01	5.352203e-08	9.999925e-01	3.746653e-01	-1.922525e-03	2.570195e+00	1.835292e-06	1.000002e+00	1.000010e+00	3.166550e-01	2.930878e-05	2.958062e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.824551e-06	
2.161534e+01	5.352203e-08	9.999827e-01	3.745096e-01	-1.912751e-03	2.570141e+00	3.568317e-06	1.000004e+00	1.000021e+00	3.165247e-01	5.220551e-05	2.958088e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.551837e-06	
1.766495e+01	5.352203e-08	9.999654e-01	3.742241e-01	-1.900644e-03	2.570041e+00	5.970377e-06	1.000006e+00	1.000041e+00	3.162857e-01	8.776004e-05	2.958133e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.947436e-06	
1.447088e+01	5.352203e-08	9.999377e-01	3.737566e-01	-1.885838e-03	2.569878e+00	8.789451e-06	1.000010e+00	1.000072e+00	3.158943e-01	1.407578e-04	2.958204e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.761389e-06	
1.188831e+01	5.352203e-08	9.998960e-01	3.730417e-01	-1.867837e-03	2.569627e+00	1.189418e-05	1.000015e+00	1.000119e+00	3.152957e-01	2.176752e-04	2.958311e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.186233e-05	
9.800175e+00	5.352203e-08	9.998362e-01	3.719974e-01	-1.845993e-03	2.569262e+00	1.520433e-05	1.000023e+00	1.000187e+00	3.144212e-01	3.278382e-04	2.958465e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.516960e-05	
8.111817e+00	5.352203e-08	9.997540e-01	3.705295e-01	-1.819583e-03	2.568750e+00	1.862796e-05	1.000034e+00	1.000280e+00	3.131916e-01	4.844577e-04	2.958677e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.859088e-05	
6.746697e+00	5.352203e-08	9.996459e-01	3.685434e-01	-1.787880e-03	2.568062e+00	2.204150e-05	1.000050e+00	1.000404e+00	3.115271e-01	7.070741e-04	2.958958e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.200217e-05	
5.642931e+00	5.352203e-08	9.995114e-01	3.659658e-01	-1.750219e-03	2.567180e+00	2.527022e-05	1.000072e+00	1.000561e+00	3.093655e-01	1.026901e-03	2.959316e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.522853e-05	
4.750481e+00	5.352203e-08	9.993527e-01	3.627646e-01	-1.705991e-03	2.566102e+00	2.789631e-05	1.000104e+00	1.000751e+00	3.066788e-01	1.475323e-03	2.959749e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.784842e-05	
4.028892e+00	5.352203e-08	9.991550e-01	3.585822e-01	-1.654640e-03	2.564713e+00	3.064091e-05	1.000146e+00	1.000992e+00	3.031664e-01	2.086618e-03	2.960297e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.058899e-05	
3.445452e+00	5.352203e-08	9.989301e-01	3.534625e-01	-1.595791e-03	2.563052e+00	3.285780e-05	1.000206e+00	1.001278e+00	2.988625e-01	2.939930e-03	2.960945e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.280115e-05	
2.973712e+00	5.352203e-08	9.986947e-01	3.475338e-01	-1.529641e-03	2.561195e+00	3.441962e-05	1.000290e+00	1.001597e+00	2.938718e-01	4.132624e-03	2.961672e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.435779e-05	
2.592287e+00	5.352203e-08	9.984672e-01	3.409563e-01	-1.456992e-03	2.559231e+00	3.530190e-05	1.000406e+00	1.001942e+00	2.883259e-01	5.786702e-03	2.962455e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.523517e-05	
2.283886e+00	5.352203e-08	9.982668e-01	3.339174e-01	-1.379074e-03	2.557259e+00	3.551254e-05	1.000564e+00	1.002302e+00	2.823794e-01	8.041586e-03	2.963273e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.544191e-05	
2.034529e+00	5.352203e-08	9.981095e-01	3.265563e-01	-1.297427e-03	2.555359e+00	3.511527e-05	1.000775e+00	1.002671e+00	2.761468e-01	1.104391e-02	2.964111e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.504320e-05	
1.832911e+00	5.352203e-08	9.980098e-01	3.189914e-01	-1.213702e-03	2.553602e+00	3.414896e-05	1.001049e+00	1.003045e+00	2.697262e-01	1.494131e-02	2.964962e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.407790e-05	
1.669894e+00	5.352203e-08	9.979789e-01	3.112905e-01	-1.129171e-03	2.552036e+00	3.277666e-05	1.001394e+00	1.003422e+00	2.631731e-01	1.986410e-02	2.965818e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.270887e-05	
1.538086e+00	5.352203e-08	9.980227e-01	3.034264e-01	-1.044716e-03	2.550672e+00	3.119264e-05	1.001819e+00	1.003803e+00	2.564644e-01	2.590815e-02	2.966684e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.113014e-05	
1.431513e+00	5.352203e-08	9.981420e-01	2.952701e-01	-9.618387e-04	2.549489e+00	2.955815e-05	1.002326e+00	1.004192e+00	2.494923e-01	3.313787e-02	2.967566e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.950280e-05	
1.345344e+00	5.352203e-08	9.983401e-01	2.867594e-01	-8.833439e-04	2.548485e+00	2.794781e-05	1.002920e+00	1.004588e+00	2.422051e-01	4.160262e-02	2.968464e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.790120e-05	
1.275671e+00	5.352203e-08	9.986205e-01	2.778894e-01	-8.120361e-04	2.547671e+00	2.639634e-05	1.003602e+00	1.004989e+00	2.346004e-01	5.131983e-02	2.969374e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.635981e-05	
1.219338e+00	5.352203e-08	9.989846e-01	2.686706e-01	-7.481090e-04	2.547057e+00	2.491144e-05	1.004371e+00	1.005392e+00	2.266894e-01	6.227393e-02	2.970290e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.488606e-05	
1.173790e+00	5.352203e-08	9.994317e-01	2.591013e-01	-6.893198e-04	2.546646e+00	2.348224e-05	1.005224e+00	1.005795e+00	2.184737e-01	7.441993e-02	2.971205e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.346883e-05	
1.136961e+00	5.352203e-08	9.999591e-01	2.491587e-01	-6.347959e-04	2.546430e+00	2.208462e-05	1.006155e+00	1.006196e+00	2.099374e-01	8.768811e-02	2.972114e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.208366e-05	
1.107184e+00	5.352203e-08	1.000562e+00	2.387987e-01	-5.873960e-04	2.546392e+00	2.068115e-05	1.007158e+00	1.006592e+00	2.010474e-01	1.019742e-01	2.973012e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.069272e-05	
