TITLE = "Visualization of the solution"
VARIABLES = "x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
ZONE NODES= 14576, ELEMENTS= 14336, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
5.010000e+02	5.352203e-08	9.999996e-01	3.746485e-01	-5.224886e-03	2.570194e+00	1.000000e+00	1.000000e+00	3.166666e-01	7.998124e-08	
4.052710e+02	5.352203e-08	9.999999e-01	3.746467e-01	-5.223679e-03	2.570194e+00	1.000000e+00	1.000000e+00	3.166650e-01	2.556084e-07	
3.278693e+02	5.352203e-08	1.000000e+00	3.746475e-01	-5.221794e-03	2.570194e+00	1.000000e+00	1.000000e+00	3.166657e-01	5.193998e-07	
2.652863e+02	5.352203e-08	1.000000e+00	3.746478e-01	-5.219375e-03	2.570194e+00	1.000000e+00	9.999999e-01	3.166658e-01	9.994560e-07	
2.146849e+02	5.352203e-08	1.000001e+00	3.746535e-01	-5.216558e-03	2.570196e+00	1.000000e+00	9.999994e-01	3.166706e-01	1.369507e-06	
1.737712e+02	5.352203e-08	1.000001e+00	3.746565e-01	-5.213235e-03	2.570198e+00	1.000000e+00	9.999991e-01	3.166730e-01	1.861056e-06	
1.406904e+02	5.352203e-08	1.000002e+00	3.746664e-01	-5.209224e-03	2.570201e+00	1.000000e+00	9.999981e-01	3.166811e-01	2.703274e-06	
1.139430e+02	5.352203e-08	1.000003e+00	3.746735e-01	-5.204359e-03	2.570204e+00	1.000000e+00	9.999975e-01	3.166869e-01	3.794076e-06	
9.231638e+01	5.352203e-08	1.000004e+00	3.746801e-01	-5.198390e-03	2.570207e+00	1.000000e+00	9.999967e-01	3.166923e-01	5.676109e-06	
7.483022e+01	5.352203e-08	1.000005e+00	3.746875e-01	-5.191058e-03	2.570210e+00	1.000001e+00	9.999960e-01	3.166983e-01	8.069131e-06	
6.069179e+01	5.352203e-08	1.000004e+00	3.746760e-01	-5.181975e-03	2.570206e+00	1.000001e+00	9.999972e-01	3.166886e-01	1.152466e-05	
4.926019e+01	5.352203e-08	1.000003e+00	3.746689e-01	-5.170679e-03	2.570204e+00	1.000001e+00	9.999979e-01	3.166824e-01	1.697458e-05	
4.001717e+01	5.352203e-08	1.000000e+00	3.746336e-01	-5.156689e-03	2.570193e+00	1.000002e+00	1.000002e+00	3.166528e-01	2.441875e-05	
3.254374e+01	5.352203e-08	9.999975e-01	3.746000e-01	-5.139484e-03	2.570182e+00	1.000003e+00	1.000005e+00	3.166246e-01	3.574957e-05	
2.650110e+01	5.352203e-08	9.999938e-01	3.745543e-01	-5.118525e-03	2.570168e+00	1.000004e+00	1.000010e+00	3.165861e-01	5.236225e-05	
2.161534e+01	5.352203e-08	9.999907e-01	3.745082e-01	-5.093072e-03	2.570155e+00	1.000005e+00	1.000015e+00	3.165471e-01	7.736712e-05	
1.766495e+01	5.352203e-08	9.999909e-01	3.744853e-01	-5.062383e-03	2.570153e+00	1.000008e+00	1.000017e+00	3.165270e-01	1.137839e-04	
1.447088e+01	5.352203e-08	9.999920e-01	3.744607e-01	-5.025400e-03	2.570153e+00	1.000012e+00	1.000020e+00	3.165050e-01	1.679625e-04	
1.188831e+01	5.352203e-08	9.999992e-01	3.744795e-01	-4.981036e-03	2.570174e+00	1.000017e+00	1.000018e+00	3.165183e-01	2.485320e-04	
9.800175e+00	5.352203e-08	1.000009e+00	3.744949e-01	-4.927899e-03	2.570199e+00	1.000026e+00	1.000017e+00	3.165279e-01	3.659022e-04	
8.111817e+00	5.352203e-08	1.000022e+00	3.745146e-01	-4.864324e-03	2.570235e+00	1.000038e+00	1.000016e+00	3.165398e-01	5.379359e-04	
6.746697e+00	5.352203e-08	1.000040e+00	3.745224e-01	-4.788433e-03	2.570280e+00	1.000055e+00	1.000015e+00	3.165400e-01	7.873570e-04	
5.642931e+00	5.352203e-08	1.000059e+00	3.744774e-01	-4.698437e-03	2.570325e+00	1.000080e+00	1.000021e+00	3.164940e-01	1.145159e-03	
4.750481e+00	5.352203e-08	1.000084e+00	3.743902e-01	-4.592697e-03	2.570379e+00	1.000116e+00	1.000032e+00	3.164096e-01	1.654976e-03	
4.028892e+00	5.352203e-08	1.000116e+00	3.742317e-01	-4.469958e-03	2.570443e+00	1.000167e+00	1.000051e+00	3.162615e-01	2.371993e-03	
3.445452e+00	5.352203e-08	1.000159e+00	3.740035e-01	-4.329344e-03	2.570529e+00	1.000236e+00	1.000077e+00	3.160493e-01	3.368009e-03	
2.973712e+00	5.352203e-08	1.000220e+00	3.737093e-01	-4.170485e-03	2.570653e+00	1.000332e+00	1.000112e+00	3.157744e-01	4.732798e-03	
2.592287e+00	5.352203e-08	1.000302e+00	3.733019e-01	-3.993867e-03	2.570817e+00	1.000461e+00	1.000159e+00	3.153953e-01	6.572592e-03	
2.283886e+00	5.352203e-08	1.000414e+00	3.728007e-01	-3.800533e-03	2.571050e+00	1.000633e+00	1.000219e+00	3.149257e-01	9.011033e-03	
2.034529e+00	5.352203e-08	1.000560e+00	3.721477e-01	-3.592690e-03	2.571352e+00	1.000855e+00	1.000294e+00	3.143144e-01	1.217871e-02	
1.832911e+00	5.352203e-08	1.000768e+00	3.715365e-01	-3.373153e-03	2.571816e+00	1.001138e+00	1.000369e+00	3.137196e-01	1.620671e-02	
1.669894e+00	5.352203e-08	1.001043e+00	3.709052e-01	-3.146115e-03	2.572442e+00	1.001489e+00	1.000446e+00	3.130870e-01	2.121601e-02	
1.538086e+00	5.352203e-08	1.001444e+00	3.708050e-01	-2.915454e-03	2.573447e+00	1.001918e+00	1.000473e+00	3.128712e-01	2.731949e-02	
1.431513e+00	5.352203e-08	1.001937e+00	3.707844e-01	-2.685666e-03	2.574683e+00	1.002429e+00	1.000491e+00	3.126957e-01	3.459963e-02	
1.345344e+00	5.352203e-08	1.002525e+00	3.708448e-01	-2.459107e-03	2.576162e+00	1.003028e+00	1.000502e+00	3.125603e-01	4.313168e-02	
1.275671e+00	5.352203e-08	1.003117e+00	3.700816e-01	-2.236578e-03	2.577558e+00	1.003715e+00	1.000596e+00	3.117168e-01	5.292979e-02	
1.219338e+00	5.352203e-08	1.003555e+00	3.668997e-01	-2.018208e-03	2.578303e+00	1.004493e+00	1.000934e+00	3.088487e-01	6.400536e-02	
1.173790e+00	5.352203e-08	1.003795e+00	3.608119e-01	-1.800244e-03	2.578248e+00	1.005360e+00	1.001559e+00	3.035560e-01	7.635709e-02	
1.136961e+00	5.352203e-08	1.003667e+00	3.499538e-01	-1.585862e-03	2.576796e+00	1.006314e+00	1.002637e+00	2.942996e-01	8.994850e-02	
1.107184e+00	5.352203e-08	1.003286e+00	3.351104e-01	-1.375464e-03	2.574365e+00	1.007359e+00	1.004060e+00	2.817234e-01	1.048419e-01	
1.083108e+00	5.352203e-08	1.002713e+00	3.164307e-01	-1.174900e-03	2.571171e+00	1.008497e+00	1.005768e+00	2.659451e-01	1.210466e-01	
1.063641e+00	5.352203e-08	1.002095e+00	2.949155e-01	-9.881650e-04	2.567737e+00	1.009736e+00	1.007625e+00	2.477865e-01	1.387003e-01	
1.047901e+00	5.352203e-08	1.001589e+00	2.717540e-01	-8.167383e-04	2.564597e+00	1.011092e+00	1.009488e+00	2.282306e-01	1.580198e-01	
1.035174e+00	5.352203e-08	1.001227e+00	2.467561e-01	-6.616353e-04	2.561854e+00	1.012579e+00	1.011338e+00	2.071213e-01	1.791984e-01	
1.024884e+00	5.352203e-08	1.001131e+00	2.196690e-01	-5.202408e-04	2.559837e+00	1.014295e+00	1.013148e+00	1.842376e-01	2.036444e-01	
1.016564e+00	5.352203e-08	1.001272e+00	1.883902e-01	-3.908600e-04	2.558404e+00	1.016273e+00	1.014981e+00	1.578390e-01	2.318206e-01	
1.009837e+00	5.352203e-08	1.000860e+00	1.487417e-01	-2.678963e-04	2.555475e+00	1.017769e+00	1.016894e+00	1.245541e-01	2.531408e-01	
1.004398e+00	5.352203e-08	1.006559e+00	8.879771e-02	-1.409730e-04	2.567997e+00	1.025632e+00	1.018949e+00	7.386230e-02	3.651581e-01	
1.000000e+00	5.352203e-08	1.007029e+00	6.938993e-03	-3.378746e-05	2.568117e+00	1.027237e+00	1.020067e+00	5.766088e-03	3.880233e-01	
9.957821e-01	-5.967887e-04	1.002195e+00	8.152015e-02	1.154634e-02	2.556863e+00	1.021392e+00	1.019155e+00	6.877674e-02	3.047593e-01	
9.909241e-01	-1.280290e-03	1.002872e+00	1.585330e-01	2.222740e-02	2.561347e+00	1.019428e+00	1.016508e+00	1.338079e-01	2.767774e-01	
9.853369e-01	-2.061293e-03	1.002204e+00	2.111747e-01	2.940076e-02	2.562530e+00	1.015940e+00	1.013706e+00	1.785807e-01	2.270872e-01	
9.789211e-01	-2.951446e-03	1.002309e+00	2.450263e-01	3.384255e-02	2.565076e+00	1.013822e+00	1.011487e+00	2.073817e-01	1.969109e-01	
9.715675e-01	-3.963073e-03	1.002074e+00	2.686692e-01	3.677096e-02	2.566274e+00	1.011833e+00	1.009739e+00	2.276038e-01	1.685737e-01	
9.631568e-01	-5.108981e-03	1.001827e+00	2.871185e-01	3.889068e-02	2.567160e+00	1.010105e+00	1.008262e+00	2.434252e-01	1.439507e-01	
9.535602e-01	-6.402178e-03	1.001495e+00	3.023951e-01	4.048184e-02	2.567642e+00	1.008468e+00	1.006963e+00	2.565738e-01	1.206393e-01	
9.426407e-01	-7.855481e-03	1.001097e+00	3.152468e-01	4.164679e-02	2.567795e+00	1.006917e+00	1.005814e+00	2.676756e-01	9.854318e-02	
9.302548e-01	-9.481022e-03	1.000617e+00	3.262300e-01	4.246013e-02	2.567608e+00	1.005411e+00	1.004791e+00	2.772056e-01	7.708161e-02	
9.162555e-01	-1.128962e-02	1.000066e+00	3.357358e-01	4.297323e-02	2.567128e+00	1.003939e+00	1.003874e+00	2.854923e-01	5.612217e-02	
